Id:,26139
Estación:,HERMOSILLO II (DGE)-SON
Posición:,29.0988888889N -110.965833333W
Variable:,Unidades Calor (oD)
Fecha Inicial:,01/01/1973
Fecha Final:,10/01/2016
No Dato:,nan
Mes,Día,Anio,Datos
05,21,1973,16.23
05,22,1973,15.13
05,23,1973,17.03
05,24,1973,15.6
05,25,1973,14.99
05,26,1973,15.74
05,27,1973,16.08
05,28,1973,16.93
05,29,1973,16.99
05,30,1973,17.93
05,31,1973,17.19
06,01,1973,15.16
06,02,1973,14.54
06,03,1973,14.18
06,04,1973,15.53
06,05,1973,16.67
06,06,1973,17.81
06,07,1973,18.3
06,08,1973,18.6
06,09,1973,19.06
06,10,1973,18.92
06,11,1973,17.93
06,12,1973,18.53
06,13,1973,17.25
06,14,1973,16.59
06,15,1973,16.68
06,16,1973,15.03
06,17,1973,16.28
06,18,1973,16.06
06,19,1973,17.22
06,20,1973,18.47
06,21,1973,19.14
06,22,1973,19.96
06,23,1973,19.88
06,24,1973,19.65
06,25,1973,19.35
06,26,1973,19.03
06,27,1973,18.77
06,28,1973,19.06
06,29,1973,19.35
06,30,1973,19.32
07,01,1973,19.05
07,02,1973,18.98
07,03,1973,18.56
07,04,1973,19.17
07,05,1973,19.19
07,06,1973,18.65
07,07,1973,19.19
07,08,1973,19.22
07,09,1973,19.65
07,10,1973,19.15
07,11,1973,18.69
07,12,1973,16.9
07,13,1973,18.37
07,14,1973,18.65
07,15,1973,18.63
07,16,1973,18.78
07,17,1973,19.01
07,18,1973,18.92
07,19,1973,18.65
07,20,1973,18.9
07,21,1973,19.11
07,22,1973,18.75
07,23,1973,18.65
07,24,1973,19.11
07,25,1973,19.37
07,26,1973,18.44
07,27,1973,18.88
07,28,1973,17.62
07,29,1973,19.22
07,30,1973,18.96
07,31,1973,17.18
08,01,1973,19.28
08,02,1973,19.33
08,03,1973,17.57
08,04,1973,18.98
08,05,1973,18.13
08,06,1973,18.56
08,07,1973,18.91
08,08,1973,18.96
08,09,1973,17.45
08,10,1973,16.53
08,11,1973,17.09
08,12,1973,18.28
08,13,1973,18.41
08,14,1973,18.93
08,15,1973,19.01
08,16,1973,19.36
08,17,1973,19.65
08,18,1973,19.33
08,19,1973,18.44
08,20,1973,18.98
08,21,1973,19.25
08,22,1973,19.69
08,23,1973,19.89
08,24,1973,19.67
08,25,1973,19.63
08,26,1973,19.06
08,27,1973,18.98
08,28,1973,18.28
08,29,1973,18.98
08,30,1973,19.03
08,31,1973,19.33
09,01,1973,18.98
09,02,1973,18.16
09,03,1973,18.83
09,04,1973,19.16
09,05,1973,19.16
09,06,1973,19.46
09,07,1973,19.65
09,08,1973,19.15
09,09,1973,18.98
09,10,1973,18.81
09,11,1973,17.86
09,12,1973,17.56
09,13,1973,18.96
09,14,1973,18.65
09,15,1973,18.83
09,16,1973,18.65
09,17,1973,18.94
09,18,1973,18.93
09,19,1973,18.56
09,20,1973,18.98
09,21,1973,17.77
09,22,1973,17.86
09,23,1973,18.16
09,24,1973,18.25
09,25,1973,17.13
09,26,1973,18.15
09,27,1973,18.96
09,28,1973,17.04
09,29,1973,17.5
09,30,1973,16.62
10,01,1973,16.78
10,02,1973,17.04
10,03,1973,16.93
10,04,1973,15.55
10,05,1973,16.19
10,06,1973,17.77
10,07,1973,16.15
10,08,1973,15.4
10,09,1973,14.43
10,10,1973,12.75
10,11,1973,11.5
10,12,1973,12.15
10,13,1973,14.87
10,14,1973,16.67
10,15,1973,16.77
10,16,1973,16.93
10,17,1973,17.09
10,18,1973,16.99
10,19,1973,16.5
10,20,1973,16.06
10,21,1973,15.4
10,22,1973,15.1
10,23,1973,15.08
10,24,1973,14.44
10,25,1973,13.7
10,26,1973,13.06
10,27,1973,13.67
10,28,1973,13.21
10,29,1973,14.66
10,30,1973,14.13
10,31,1973,11.65
11,01,1973,12.89
11,02,1973,12.21
11,03,1973,12.89
11,04,1973,13.96
11,05,1973,14.67
11,06,1973,12.99
11,07,1973,12.99
11,08,1973,13.35
11,09,1973,13.81
11,10,1973,13.91
11,11,1973,13.57
11,12,1973,13.46
11,13,1973,13.91
11,14,1973,12.5
11,15,1973,10.25
11,16,1973,9.5
11,17,1973,8.35
11,18,1973,9.5
11,19,1973,5.5
11,20,1973,4.6
11,21,1973,2.67
11,22,1973,5.0
11,23,1973,4.48
11,24,1973,4.5
11,25,1973,3.76
11,26,1973,4.6
11,27,1973,6.53
11,28,1973,9.75
11,29,1973,10.19
11,30,1973,11.48
12,01,1973,12.47
12,02,1973,7.25
12,03,1973,3.94
12,04,1973,4.69
12,05,1973,5.93
12,06,1973,7.74
12,07,1973,9.01
12,08,1973,9.1
12,09,1973,10.19
12,10,1973,10.19
12,11,1973,10.53
12,12,1973,10.75
12,13,1973,9.25
12,14,1973,8.54
12,15,1973,5.62
12,16,1973,9.1
12,17,1973,9.28
12,18,1973,5.62
12,19,1973,7.29
12,20,1973,6.17
12,21,1973,6.11
12,22,1973,7.11
12,23,1973,5.32
12,24,1973,5.81
12,25,1973,4.0
12,26,1973,3.94
12,27,1973,5.48
12,28,1973,6.3
12,29,1973,6.89
12,30,1973,5.12
12,31,1973,5.81
01,01,1974,5.87
01,02,1974,3.15
01,03,1974,2.44
01,04,1974,3.77
01,05,1974,3.02
01,06,1974,5.62
01,07,1974,4.23
01,08,1974,5.25
01,09,1974,4.5
01,10,1974,5.8
01,11,1974,4.6
01,12,1974,5.33
01,13,1974,5.32
01,14,1974,6.53
01,15,1974,7.85
01,16,1974,5.62
01,17,1974,8.25
01,18,1974,7.0
01,19,1974,8.35
01,20,1974,10.25
01,21,1974,9.5
01,22,1974,5.75
01,23,1974,2.87
01,24,1974,4.87
01,25,1974,5.57
01,26,1974,5.12
01,27,1974,3.87
01,28,1974,4.23
01,29,1974,6.54
01,30,1974,5.93
01,31,1974,6.53
02,01,1974,4.6
02,02,1974,6.53
02,03,1974,7.63
02,04,1974,8.23
02,05,1974,6.79
02,06,1974,5.29
02,07,1974,4.38
02,08,1974,3.54
02,09,1974,8.75
02,10,1974,5.21
02,11,1974,8.37
02,12,1974,8.43
02,13,1974,7.11
02,14,1974,7.78
02,15,1974,7.15
02,16,1974,6.55
02,17,1974,5.33
02,18,1974,4.74
02,19,1974,6.3
02,20,1974,4.23
02,21,1974,4.69
02,22,1974,5.32
02,23,1974,8.62
02,24,1974,9.66
02,25,1974,10.34
02,26,1974,10.75
02,27,1974,10.17
02,28,1974,12.02
03,01,1974,14.1
03,02,1974,13.96
03,03,1974,11.75
03,04,1974,7.5
03,05,1974,7.79
03,06,1974,7.85
03,07,1974,6.25
03,08,1974,4.5
03,09,1974,3.39
03,10,1974,6.79
03,11,1974,8.76
03,12,1974,8.1
03,13,1974,9.5
03,14,1974,11.98
03,15,1974,13.47
03,16,1974,15.5
03,17,1974,14.75
03,18,1974,14.31
03,19,1974,13.0
03,20,1974,7.75
03,21,1974,7.75
03,22,1974,9.0
03,23,1974,9.75
03,24,1974,9.0
03,25,1974,10.0
03,26,1974,9.25
03,27,1974,10.0
03,28,1974,11.4
03,29,1974,13.2
03,30,1974,12.98
03,31,1974,12.5
04,01,1974,11.65
04,02,1974,10.25
04,03,1974,7.0
04,04,1974,11.77
04,05,1974,13.02
04,06,1974,13.23
04,07,1974,14.24
04,08,1974,14.1
04,09,1974,12.99
04,10,1974,8.5
04,11,1974,8.1
04,12,1974,11.0
04,13,1974,12.22
04,14,1974,13.22
04,15,1974,13.1
04,16,1974,12.99
04,17,1974,12.74
04,18,1974,13.71
04,19,1974,13.0
04,20,1974,11.75
04,21,1974,12.15
04,22,1974,15.02
04,23,1974,14.38
04,24,1974,14.85
04,25,1974,15.93
04,26,1974,15.97
04,27,1974,13.71
04,28,1974,15.52
04,29,1974,12.22
04,30,1974,12.63
05,01,1974,12.01
05,02,1974,14.75
05,03,1974,14.42
05,04,1974,13.7
05,05,1974,12.15
05,06,1974,11.75
05,07,1974,13.44
05,08,1974,13.55
05,09,1974,14.2
05,10,1974,14.55
05,11,1974,15.31
05,12,1974,15.93
05,13,1974,15.4
05,14,1974,14.92
05,15,1974,14.56
05,16,1974,15.22
05,17,1974,15.13
05,18,1974,14.66
05,19,1974,13.5
05,20,1974,11.77
05,21,1974,13.57
05,22,1974,13.36
05,23,1974,17.02
05,24,1974,16.21
05,25,1974,16.67
05,26,1974,16.82
05,27,1974,17.38
05,28,1974,18.6
05,29,1974,18.02
05,30,1974,16.9
05,31,1974,16.06
06,01,1974,15.87
06,02,1974,16.19
06,03,1974,15.16
06,04,1974,16.06
06,05,1974,16.67
06,06,1974,17.36
06,07,1974,17.06
06,08,1974,15.03
06,09,1974,15.54
06,10,1974,16.93
06,11,1974,17.42
06,12,1974,18.09
06,13,1974,18.55
06,14,1974,19.1
06,15,1974,19.4
06,16,1974,19.67
06,17,1974,19.25
06,18,1974,19.11
06,19,1974,18.4
06,20,1974,18.55
06,21,1974,18.9
06,22,1974,18.9
06,23,1974,19.37
06,24,1974,19.36
06,25,1974,19.39
06,26,1974,19.79
06,27,1974,19.89
06,28,1974,19.78
06,29,1974,19.77
06,30,1974,19.22
07,01,1974,19.52
07,02,1974,18.96
07,03,1974,19.37
07,04,1974,19.29
07,05,1974,18.81
07,06,1974,19.28
07,07,1974,17.13
07,08,1974,18.75
07,09,1974,18.63
07,10,1974,18.75
07,11,1974,18.73
07,12,1974,18.75
07,13,1974,16.98
07,14,1974,17.88
07,15,1974,18.63
07,16,1974,19.06
07,17,1974,19.3
07,18,1974,17.13
07,19,1974,17.8
07,20,1974,17.74
07,21,1974,18.13
07,22,1974,17.36
07,23,1974,18.63
07,24,1974,19.01
07,25,1974,19.06
07,26,1974,18.29
07,27,1974,19.32
07,28,1974,17.77
07,29,1974,19.3
07,30,1974,17.19
07,31,1974,17.88
08,01,1974,18.72
08,02,1974,15.62
08,03,1974,17.36
08,04,1974,18.81
08,05,1974,18.72
08,06,1974,19.01
08,07,1974,19.33
08,08,1974,19.35
08,09,1974,19.15
08,10,1974,18.98
08,11,1974,19.03
08,12,1974,19.15
08,13,1974,17.86
08,14,1974,19.01
08,15,1974,19.06
08,16,1974,19.52
08,17,1974,19.25
08,18,1974,19.53
08,19,1974,19.65
08,20,1974,19.32
08,21,1974,18.98
08,22,1974,18.68
08,23,1974,18.63
08,24,1974,18.17
08,25,1974,18.44
08,26,1974,17.67
08,27,1974,18.49
08,28,1974,19.03
08,29,1974,19.06
08,30,1974,19.32
08,31,1974,19.19
09,01,1974,18.81
09,02,1974,18.37
09,03,1974,19.36
09,04,1974,17.28
09,05,1974,17.83
09,06,1974,19.06
09,07,1974,19.11
09,08,1974,19.17
09,09,1974,19.57
09,10,1974,19.64
09,11,1974,19.15
09,12,1974,18.45
09,13,1974,18.56
09,14,1974,17.67
09,15,1974,17.56
09,16,1974,15.83
09,17,1974,15.31
09,18,1974,15.47
09,19,1974,16.5
09,20,1974,16.83
09,21,1974,17.77
09,22,1974,17.09
09,23,1974,16.15
09,24,1974,15.92
09,25,1974,15.92
09,26,1974,17.25
09,27,1974,17.2
09,28,1974,17.25
09,29,1974,17.2
09,30,1974,17.41
10,01,1974,17.97
10,02,1974,18.44
10,03,1974,18.09
10,04,1974,17.99
10,05,1974,17.56
10,06,1974,17.25
10,07,1974,17.93
10,08,1974,17.36
10,09,1974,17.2
10,10,1974,16.98
10,11,1974,17.09
10,12,1974,15.89
10,13,1974,13.0
10,14,1974,14.67
10,15,1974,13.47
10,16,1974,13.44
10,17,1974,16.37
10,18,1974,15.62
10,19,1974,16.0
10,20,1974,16.15
10,21,1974,15.4
10,22,1974,15.25
10,23,1974,13.5
10,24,1974,12.25
10,25,1974,13.21
10,26,1974,12.25
10,27,1974,10.25
10,28,1974,10.0
10,29,1974,13.39
10,30,1974,6.04
10,31,1974,8.75
11,01,1974,7.75
11,02,1974,8.25
11,03,1974,6.11
11,04,1974,8.0
11,05,1974,6.19
11,06,1974,7.19
11,07,1974,10.0
11,08,1974,7.25
11,09,1974,8.75
11,10,1974,11.25
11,11,1974,13.0
11,12,1974,14.21
11,13,1974,11.46
11,14,1974,11.5
11,15,1974,12.21
11,16,1974,10.25
11,17,1974,10.25
11,18,1974,6.5
11,19,1974,8.75
11,20,1974,9.75
11,21,1974,11.0
11,22,1974,10.25
11,23,1974,9.25
11,24,1974,10.25
11,25,1974,11.25
11,26,1974,10.5
11,27,1974,11.0
11,28,1974,7.5
11,29,1974,6.86
11,30,1974,6.5
12,01,1974,5.25
12,02,1974,7.75
12,03,1974,5.75
12,04,1974,7.25
12,05,1974,6.75
12,06,1974,6.86
12,07,1974,6.06
12,08,1974,5.44
12,09,1974,4.14
12,10,1974,3.94
12,11,1974,4.97
12,12,1974,5.25
12,13,1974,3.76
12,14,1974,4.97
12,15,1974,4.69
12,16,1974,6.53
12,17,1974,6.11
12,18,1974,6.11
12,19,1974,5.08
12,20,1974,6.41
12,21,1974,6.78
12,22,1974,6.66
12,23,1974,2.91
12,24,1974,1.32
12,25,1974,0.39
12,26,1974,0.0
12,27,1974,2.7
12,28,1974,3.63
12,29,1974,2.94
12,30,1974,0.41
12,31,1974,2.81
01,01,1975,1.81
01,02,1975,1.71
01,03,1975,3.41
01,04,1975,4.08
01,05,1975,5.06
01,06,1975,5.95
01,07,1975,5.48
01,08,1975,5.34
01,09,1975,1.97
01,10,1975,2.75
01,11,1975,3.85
01,12,1975,4.64
01,13,1975,6.25
01,14,1975,7.63
01,15,1975,7.5
01,16,1975,7.74
01,17,1975,8.35
01,18,1975,8.52
01,19,1975,9.1
01,20,1975,9.0
01,21,1975,4.8
01,22,1975,4.72
01,23,1975,6.11
01,24,1975,7.78
01,25,1975,9.1
01,26,1975,9.25
01,27,1975,7.5
01,28,1975,5.25
01,29,1975,1.45
01,30,1975,2.91
01,31,1975,3.25
02,01,1975,5.75
02,02,1975,4.24
02,03,1975,4.35
02,04,1975,3.94
02,05,1975,5.08
02,06,1975,7.6
02,07,1975,6.79
02,08,1975,7.25
02,09,1975,8.25
02,10,1975,7.0
02,11,1975,8.0
02,12,1975,9.5
02,13,1975,10.0
02,14,1975,7.5
02,15,1975,5.75
02,16,1975,4.17
02,17,1975,4.13
02,18,1975,5.5
02,19,1975,7.0
02,20,1975,7.25
02,21,1975,4.35
02,22,1975,1.47
02,23,1975,4.53
02,24,1975,8.13
02,25,1975,7.26
02,26,1975,7.53
02,27,1975,9.5
02,28,1975,11.24
03,01,1975,11.73
03,02,1975,11.08
03,03,1975,12.01
03,04,1975,10.75
03,05,1975,11.0
03,06,1975,10.25
03,07,1975,11.0
03,08,1975,11.0
03,09,1975,8.5
03,10,1975,6.5
03,11,1975,4.25
03,12,1975,5.96
03,13,1975,5.68
03,14,1975,6.0
03,15,1975,5.81
03,16,1975,6.79
03,17,1975,7.11
03,18,1975,10.0
03,19,1975,11.03
03,20,1975,13.55
03,21,1975,12.5
03,22,1975,11.5
03,23,1975,9.25
03,24,1975,10.41
03,25,1975,10.25
03,26,1975,6.5
03,27,1975,4.35
03,28,1975,3.31
03,29,1975,4.17
03,30,1975,5.45
03,31,1975,5.56
04,01,1975,6.0
04,02,1975,8.35
04,03,1975,9.1
04,04,1975,9.75
04,05,1975,10.0
04,06,1975,8.25
04,07,1975,4.14
04,08,1975,4.84
04,09,1975,6.0
04,10,1975,6.75
04,11,1975,7.04
04,12,1975,7.0
04,13,1975,8.75
04,14,1975,10.41
04,15,1975,11.73
04,16,1975,13.55
04,17,1975,7.25
04,18,1975,6.86
04,19,1975,9.78
04,20,1975,11.52
04,21,1975,13.47
04,22,1975,13.5
04,23,1975,11.0
04,24,1975,11.4
04,25,1975,12.81
04,26,1975,13.0
04,27,1975,9.75
04,28,1975,12.5
04,29,1975,11.46
04,30,1975,11.5
05,01,1975,12.56
05,02,1975,12.99
05,03,1975,13.1
05,04,1975,13.0
05,05,1975,10.25
05,06,1975,9.0
05,07,1975,10.75
05,08,1975,11.9
05,09,1975,13.2
05,10,1975,14.85
05,11,1975,14.34
05,12,1975,15.7
05,13,1975,15.4
05,14,1975,15.77
05,15,1975,15.77
05,16,1975,14.0
05,17,1975,11.5
05,18,1975,10.75
05,19,1975,12.25
05,20,1975,12.71
05,21,1975,12.25
05,22,1975,10.5
05,23,1975,13.21
05,24,1975,14.85
05,25,1975,14.85
05,26,1975,14.8
05,27,1975,15.54
05,28,1975,15.04
05,29,1975,14.92
05,30,1975,15.4
05,31,1975,16.25
06,01,1975,16.86
06,02,1975,17.02
06,03,1975,17.09
06,04,1975,15.4
06,05,1975,16.13
06,06,1975,17.56
06,07,1975,16.85
06,08,1975,17.52
06,09,1975,17.41
06,10,1975,16.93
06,11,1975,17.75
06,12,1975,17.78
06,13,1975,17.62
06,14,1975,17.75
06,15,1975,17.88
06,16,1975,17.54
06,17,1975,17.19
06,18,1975,16.24
06,19,1975,16.11
06,20,1975,15.87
06,21,1975,15.31
06,22,1975,16.15
06,23,1975,16.62
06,24,1975,17.45
06,25,1975,17.22
06,26,1975,16.9
06,27,1975,17.69
06,28,1975,17.65
06,29,1975,18.06
06,30,1975,18.09
07,01,1975,18.25
07,02,1975,17.93
07,03,1975,18.28
07,04,1975,18.68
07,05,1975,18.68
07,06,1975,18.53
07,07,1975,16.44
07,08,1975,17.5
07,09,1975,18.79
07,10,1975,18.73
07,11,1975,19.05
07,12,1975,16.98
07,13,1975,17.41
07,14,1975,18.25
07,15,1975,18.37
07,16,1975,18.25
07,17,1975,17.88
07,18,1975,17.66
07,19,1975,16.53
07,20,1975,15.89
07,21,1975,16.53
07,22,1975,17.28
07,23,1975,16.53
07,24,1975,17.25
07,25,1975,17.67
07,26,1975,16.3
07,27,1975,16.61
07,28,1975,17.5
07,29,1975,17.5
07,30,1975,18.13
07,31,1975,18.58
08,01,1975,18.81
08,02,1975,19.03
08,03,1975,19.48
08,04,1975,18.68
08,05,1975,19.37
08,06,1975,17.82
08,07,1975,18.65
08,08,1975,18.68
08,09,1975,18.25
08,10,1975,17.82
08,11,1975,16.5
08,12,1975,17.28
08,13,1975,18.17
08,14,1975,18.09
08,15,1975,15.4
08,16,1975,17.77
08,17,1975,18.73
08,18,1975,18.06
08,19,1975,18.49
08,20,1975,18.17
08,21,1975,18.65
08,22,1975,19.06
08,23,1975,19.47
08,24,1975,18.81
08,25,1975,18.98
08,26,1975,19.28
08,27,1975,19.32
08,28,1975,19.12
08,29,1975,18.49
08,30,1975,19.01
08,31,1975,18.93
09,01,1975,18.88
09,02,1975,17.62
09,03,1975,18.56
09,04,1975,17.67
09,05,1975,16.46
09,06,1975,17.51
09,07,1975,17.94
09,08,1975,18.04
09,09,1975,18.21
09,10,1975,18.47
09,11,1975,17.78
09,12,1975,18.41
09,13,1975,18.41
09,14,1975,17.67
09,15,1975,18.63
09,16,1975,18.81
09,17,1975,19.01
09,18,1975,19.15
09,19,1975,18.98
09,20,1975,19.25
09,21,1975,18.81
09,22,1975,19.32
09,23,1975,18.88
09,24,1975,17.77
09,25,1975,17.77
09,26,1975,16.72
09,27,1975,16.67
09,28,1975,16.88
09,29,1975,17.3
09,30,1975,16.53
10,01,1975,16.61
10,02,1975,17.36
10,03,1975,17.45
10,04,1975,17.77
10,05,1975,16.93
10,06,1975,16.62
10,07,1975,16.21
10,08,1975,15.65
10,09,1975,15.25
10,10,1975,15.17
10,11,1975,15.7
10,12,1975,15.31
10,13,1975,14.43
10,14,1975,12.07
10,15,1975,12.26
10,16,1975,14.1
10,17,1975,14.18
10,18,1975,15.1
10,19,1975,15.4
10,20,1975,13.96
10,21,1975,11.0
10,22,1975,13.14
10,23,1975,13.25
10,24,1975,11.25
10,25,1975,10.41
10,26,1975,10.58
10,27,1975,11.14
10,28,1975,12.26
10,29,1975,13.3
10,30,1975,14.1
10,31,1975,12.25
11,01,1975,9.5
11,02,1975,12.0
11,03,1975,13.44
11,04,1975,14.87
11,05,1975,16.62
11,06,1975,14.42
11,07,1975,14.28
11,08,1975,12.5
11,09,1975,12.22
11,10,1975,12.22
11,11,1975,12.74
11,12,1975,12.22
11,13,1975,12.49
11,14,1975,12.26
11,15,1975,11.52
11,16,1975,10.89
11,17,1975,10.9
11,18,1975,9.0
11,19,1975,8.0
11,20,1975,8.52
11,21,1975,7.78
11,22,1975,8.27
11,23,1975,9.28
11,24,1975,10.5
11,25,1975,9.1
11,26,1975,8.1
11,27,1975,8.04
11,28,1975,8.75
11,29,1975,6.5
11,30,1975,6.45
12,01,1975,7.15
12,02,1975,7.98
12,03,1975,8.48
12,04,1975,7.88
12,05,1975,7.74
12,06,1975,9.26
12,07,1975,9.42
12,08,1975,10.74
12,09,1975,10.74
12,10,1975,10.9
12,11,1975,7.53
12,12,1975,8.29
12,13,1975,7.0
12,14,1975,6.06
12,15,1975,3.62
12,16,1975,5.62
12,17,1975,6.41
12,18,1975,6.04
12,19,1975,6.9
12,20,1975,8.02
12,21,1975,4.5
12,22,1975,2.57
12,23,1975,2.87
12,24,1975,4.13
12,25,1975,4.87
12,26,1975,6.17
12,27,1975,6.41
12,28,1975,5.57
12,29,1975,3.51
12,30,1975,4.64
12,31,1975,4.03
01,01,1976,3.8
01,02,1976,3.63
01,03,1976,4.92
01,04,1976,4.38
01,05,1976,5.36
01,06,1976,6.37
01,07,1976,6.78
01,08,1976,5.34
01,09,1976,7.26
01,10,1976,7.37
01,11,1976,8.62
01,12,1976,6.9
01,13,1976,7.26
01,14,1976,8.22
01,15,1976,9.32
01,16,1976,10.46
01,17,1976,11.78
01,18,1976,12.37
01,19,1976,8.5
01,20,1976,7.25
01,21,1976,10.0
01,22,1976,13.0
01,23,1976,10.0
01,24,1976,6.79
01,25,1976,7.11
01,26,1976,6.17
01,27,1976,8.52
01,28,1976,9.5
01,29,1976,9.53
01,30,1976,11.22
01,31,1976,10.0
02,01,1976,11.73
02,02,1976,10.47
02,03,1976,8.5
02,04,1976,6.0
02,05,1976,7.25
02,06,1976,9.0
02,07,1976,11.0
02,08,1976,11.5
02,09,1976,8.75
02,10,1976,4.5
02,11,1976,6.0
02,12,1976,7.5
02,13,1976,5.25
02,14,1976,6.11
02,15,1976,6.29
02,16,1976,5.93
02,17,1976,6.45
02,18,1976,5.75
02,19,1976,9.5
02,20,1976,7.75
02,21,1976,6.17
02,22,1976,9.0
02,23,1976,13.5
02,24,1976,10.75
02,25,1976,10.25
02,26,1976,10.99
02,27,1976,10.9
02,28,1976,10.5
02,29,1976,11.0
03,01,1976,10.0
03,02,1976,10.25
03,03,1976,5.5
03,04,1976,3.89
03,05,1976,3.63
03,06,1976,3.94
03,07,1976,4.26
03,08,1976,7.63
03,09,1976,6.55
03,10,1976,5.25
03,11,1976,5.57
03,12,1976,6.94
03,13,1976,7.39
03,14,1976,8.37
03,15,1976,9.1
03,16,1976,12.01
03,17,1976,12.01
03,18,1976,11.75
03,19,1976,10.5
03,20,1976,10.5
03,21,1976,10.47
03,22,1976,12.96
03,23,1976,12.46
03,24,1976,10.9
03,25,1976,11.25
03,26,1976,12.71
03,27,1976,12.25
03,28,1976,6.5
03,29,1976,7.5
03,30,1976,9.5
03,31,1976,13.11
04,01,1976,12.31
04,02,1976,11.22
04,03,1976,11.5
04,04,1976,10.75
04,05,1976,8.5
04,06,1976,9.25
04,07,1976,10.0
04,08,1976,13.0
04,09,1976,12.46
04,10,1976,12.64
04,11,1976,12.64
04,12,1976,11.75
04,13,1976,9.25
04,14,1976,8.0
04,15,1976,5.0
04,16,1976,4.25
04,17,1976,5.37
04,18,1976,8.5
04,19,1976,11.22
04,20,1976,12.86
04,21,1976,13.47
04,22,1976,14.04
04,23,1976,13.71
04,24,1976,14.55
04,25,1976,15.08
04,26,1976,14.68
04,27,1976,15.0
04,28,1976,12.25
04,29,1976,13.21
04,30,1976,14.72
05,01,1976,15.84
05,02,1976,16.62
05,03,1976,16.2
05,04,1976,11.0
05,05,1976,10.0
05,06,1976,10.5
05,07,1976,10.25
05,08,1976,10.5
05,09,1976,12.71
05,10,1976,9.75
05,11,1976,16.44
05,12,1976,15.62
05,13,1976,16.61
05,14,1976,17.65
05,15,1976,17.45
05,16,1976,17.5
05,17,1976,17.25
05,18,1976,17.56
05,19,1976,16.82
05,20,1976,16.38
05,21,1976,16.46
05,22,1976,13.95
05,23,1976,16.3
05,24,1976,16.15
05,25,1976,15.65
05,26,1976,15.17
05,27,1976,15.69
05,28,1976,15.83
05,29,1976,14.43
05,30,1976,14.43
05,31,1976,13.91
06,01,1976,16.06
06,02,1976,16.5
06,03,1976,16.15
